Metai;Data;Vieta;Visi_ivykiai;Del_neblaiviu_vairuotoju_kaltes;Suzeistieji;Zuvusieji
2012;2012M07;Kretingos r. sav.;3;0;2;1
2012;2012M07;Neringos sav.;1;0;1;0
2012;2012M07;Palangos m. sav.;7;0;6;2
2012;2012M07;Skuodo r. sav.;4;0;5;0
2012;2012M07;silutes r. sav.;10;2;9;2
2012;2012M07;Marijampoles apskritis;19;5;26;1
2012;2012M07;Kalvarijos sav.;3;1;5;0
2012;2012M07;Kazlu Rudos sav.;2;0;4;0
2012;2012M07;Marijampoles sav.;5;2;8;0
2012;2012M07;Marijampoles r. sav.;0;0;0;0
2012;2012M07;sakiu r. sav.;3;0;4;0
2012;2012M07;Vilkaviskio r. sav.;6;2;5;1
2012;2012M07;Panevezio apskritis;27;2;38;0
2012;2012M07;Birzu r. sav.;3;0;3;0
2012;2012M07;Kupiskio r. sav.;1;0;1;0
2012;2012M07;Panevezio m. sav.;9;0;9;0
2012;2012M07;Panevezio r. sav.;5;1;7;0
2012;2012M07;Pasvalio r. sav.;1;1;1;0
2012;2012M07;Rokiskio r. sav.;8;0;17;0
2012;2012M07;siauliu apskritis;32;7;36;1
2012;2012M07;Akmenes r. sav.;0;0;0;0
2012;2012M07;Joniskio r. sav.;2;1;3;0
2012;2012M07;Kelmes r. sav.;2;0;3;0
2012;2012M07;Pakruojo r. sav.;3;0;4;0
2012;2012M07;Radviliskio r. sav.;6;4;7;1
2012;2012M07;Siauliu m. sav.;15;1;15;0
2012;2012M07;siauliu r. sav.;4;1;4;0
2012;2012M07;Taurages apskritis;11;1;13;2
2012;2012M07;Jurbarko r. sav.;1;0;2;0
2012;2012M07;Pagegiu sav.;1;0;2;0
2012;2012M07;silales r. sav.;6;1;6;2
2012;2012M07;Taurages r. sav.;3;0;3;0
2012;2012M07;Telsiu apskritis;16;6;23;1
2012;2012M07;Mazeikiu r. sav.;7;3;12;1
2012;2012M07;Plunges r. sav.;3;1;4;0
2012;2012M07;Rietavo sav.;0;0;0;0
2012;2012M07;Telsiu r. sav.;6;2;7;0
2012;2012M07;Utenos apskritis;9;1;9;1
2012;2012M07;Anyksciu r. sav.;1;0;1;0
2012;2012M07;Ignalinos r. sav.;1;0;1;0
2012;2012M07;Moletu r. sav.;1;0;1;0
2012;2012M07;Utenos r. sav.;4;1;3;1
2012;2012M07;Visagino sav.;0;0;0;0
2012;2012M07;Zarasu r. sav.;2;0;3;0
2012;2012M07;Vilniaus apskritis;83;9;96;6
2012;2012M07;Elektrenu sav.;0;0;0;0
2012;2012M07;salcininku r. sav.;6;2;6;1
2012;2012M07;sirvintu r. sav.;2;0;1;1
2012;2012M07;svencioniu r. sav.;1;0;0;1
2012;2012M07;Traku r. sav.;9;0;12;1
2012;2012M07;Ukmerges r. sav.;4;0;4;0
2012;2012M07;Vilniaus m. sav.;57;7;66;2
2012;2012M07;Vilniaus r. sav.;4;0;7;0
2012;2012M08;Lietuvos Respublika;312;31;359;38
2012;2012M08;Alytaus apskritis;20;2;23;2
2012;2012M08;Alytaus m. sav.;5;0;7;0
2012;2012M08;Alytaus r. sav.;5;0;7;1
2012;2012M08;Druskininku sav.;3;0;2;1
2012;2012M08;Lazdiju r. sav.;2;1;2;0
2012;2012M08;Varenos r. sav.;5;1;5;0
2012;2012M08;Kauno apskritis;63;4;82;6
2012;2012M08;Birstono sav.;0;0;0;0
2012;2012M08;Jonavos r. sav.;7;1;6;1
2012;2012M08;Kaisiadoriu r. sav.;4;1;4;0
2012;2012M08;Kauno m. sav.;34;1;42;2
2012;2012M08;Kauno r. sav.;10;0;13;0
2012;2012M08;Kedainiu r. sav.;5;1;11;2
2012;2012M08;Prienu r. sav.;0;0;0;0
2012;2012M08;Raseiniu r. sav.;3;0;6;1
2012;2012M08;Klaipedos apskritis;45;5;57;3
2012;2012M08;Klaipedos m. sav.;20;1;22;0
2012;2012M08;Klaipedos r. sav.;6;1;6;0
2012;2012M08;Kretingos r. sav.;4;1;3;1
2012;2012M08;Neringos sav.;1;0;3;0
2012;2012M08;Palangos m. sav.;2;0;2;0
2012;2012M08;Skuodo r. sav.;2;0;7;0
2012;2012M08;silutes r. sav.;10;2;14;2
2012;2012M08;Marijampoles apskritis;18;1;19;3
2012;2012M08;Kalvarijos sav.;1;0;2;1
2012;2012M08;Kazlu Rudos sav.;2;1;2;0
2012;2012M08;Marijampoles sav.;4;0;4;1
2012;2012M08;Marijampoles r. sav.;0;0;0;0
2012;2012M08;sakiu r. sav.;5;0;6;0
2012;2012M08;Vilkaviskio r. sav.;6;0;5;1
2012;2012M08;Panevezio apskritis;31;5;32;4
2012;2012M08;Birzu r. sav.;2;0;2;0
2012;2012M08;Kupiskio r. sav.;3;1;3;1
2012;2012M08;Panevezio m. sav.;12;0;14;0
2012;2012M08;Panevezio r. sav.;6;2;4;2
2012;2012M08;Pasvalio r. sav.;5;2;5;1
2012;2012M08;Rokiskio r. sav.;3;0;4;0
2012;2012M08;siauliu apskritis;47;3;51;1
2012;2012M08;Akmenes r. sav.;2;0;2;0
2012;2012M08;Joniskio r. sav.;4;1;4;0
2012;2012M08;Kelmes r. sav.;4;1;4;0
2012;2012M08;Pakruojo r. sav.;2;0;3;0
2012;2012M08;Radviliskio r. sav.;9;0;11;0
2012;2012M08;Siauliu m. sav.;18;1;17;1
2012;2012M08;siauliu r. sav.;8;0;10;0
2012;2012M08;Taurages apskritis;11;2;13;3
2012;2012M08;Jurbarko r. sav.;5;1;3;2
2012;2012M08;Pagegiu sav.;1;0;1;0
2012;2012M08;silales r. sav.;2;1;5;1
2012;2012M08;Taurages r. sav.;3;0;4;0
2012;2012M08;Telsiu apskritis;16;2;17;3
2012;2012M08;Mazeikiu r. sav.;9;2;10;2
2012;2012M08;Plunges r. sav.;1;0;1;0
2012;2012M08;Rietavo sav.;1;0;1;0
2012;2012M08;Telsiu r. sav.;5;0;5;1
2012;2012M08;Utenos apskritis;8;2;10;4
2012;2012M08;Anyksciu r. sav.;2;1;2;1
2012;2012M08;Ignalinos r. sav.;0;0;0;0
2012;2012M08;Moletu r. sav.;2;1;2;3
2012;2012M08;Utenos r. sav.;1;0;1;0
2012;2012M08;Visagino sav.;0;0;0;0
2012;2012M08;Zarasu r. sav.;3;0;5;0
2012;2012M08;Vilniaus apskritis;53;5;55;9
2012;2012M08;Elektrenu sav.;1;1;1;0
2012;2012M08;salcininku r. sav.;2;1;2;1
2012;2012M08;sirvintu r. sav.;0;0;0;0
2012;2012M08;svencioniu r. sav.;1;0;1;0
2012;2012M08;Traku r. sav.;2;1;3;0
2012;2012M08;Ukmerges r. sav.;2;1;2;1
2012;2012M08;Vilniaus m. sav.;35;0;34;1
2012;2012M08;Vilniaus r. sav.;10;1;12;6
2012;2012M09;Lietuvos Respublika;340;31;410;25
2012;2012M09;Alytaus apskritis;18;2;22;2
2012;2012M09;Alytaus m. sav.;10;0;9;1
2012;2012M09;Alytaus r. sav.;5;2;10;1
2012;2012M09;Druskininku sav.;1;0;1;0
2012;2012M09;Lazdiju r. sav.;0;0;0;0
2012;2012M09;Varenos r. sav.;2;0;2;0
2012;2012M09;Kauno apskritis;90;6;114;4
2012;2012M09;Birstono sav.;1;0;1;0
2012;2012M09;Jonavos r. sav.;9;1;10;0
2012;2012M09;Kaisiadoriu r. sav.;2;0;7;0
2012;2012M09;Kauno m. sav.;50;2;64;1
2012;2012M09;Kauno r. sav.;15;1;20;0
2012;2012M09;Kedainiu r. sav.;10;2;9;3
2012;2012M09;Prienu r. sav.;2;0;2;0
2012;2012M09;Raseiniu r. sav.;1;0;1;0
2012;2012M09;Klaipedos apskritis;40;3;44;4
2012;2012M09;Klaipedos m. sav.;23;1;24;0
2012;2012M09;Klaipedos r. sav.;7;0;7;1
2012;2012M09;Kretingos r. sav.;4;2;4;2
2012;2012M09;Neringos sav.;0;0;0;0
2012;2012M09;Palangos m. sav.;0;0;0;0
2012;2012M09;Skuodo r. sav.;0;0;0;0
2012;2012M09;silutes r. sav.;6;0;9;1
2012;2012M09;Marijampoles apskritis;17;3;29;3
2012;2012M09;Kalvarijos sav.;0;0;0;0
2012;2012M09;Kazlu Rudos sav.;1;1;1;0
2012;2012M09;Marijampoles sav.;3;0;3;2
2012;2012M09;Marijampoles r. sav.;0;0;0;0
2012;2012M09;sakiu r. sav.;8;1;12;1
2012;2012M09;Vilkaviskio r. sav.;5;1;13;0
2012;2012M09;Panevezio apskritis;26;3;31;0
2012;2012M09;Birzu r. sav.;1;0;1;0
2012;2012M09;Kupiskio r. sav.;1;0;1;0
2012;2012M09;Panevezio m. sav.;12;0;13;0
2012;2012M09;Panevezio r. sav.;8;2;8;0
2012;2012M09;Pasvalio r. sav.;1;0;2;0
2012;2012M09;Rokiskio r. sav.;3;1;6;0
2012;2012M09;siauliu apskritis;44;4;50;4
2012;2012M09;Akmenes r. sav.;1;0;1;0
2012;2012M09;Joniskio r. sav.;3;0;3;0
2012;2012M09;Kelmes r. sav.;7;0;12;0
2012;2012M09;Pakruojo r. sav.;4;0;4;0
2012;2012M09;Radviliskio r. sav.;7;2;7;0
2012;2012M09;Siauliu m. sav.;14;0;14;2
2012;2012M09;siauliu r. sav.;8;2;9;2
2012;2012M09;Taurages apskritis;7;1;11;0
2012;2012M09;Jurbarko r. sav.;2;1;3;0
2012;2012M09;Pagegiu sav.;0;0;0;0
2012;2012M09;silales r. sav.;2;0;5;0
2012;2012M09;Taurages r. sav.;3;0;3;0
2012;2012M09;Telsiu apskritis;14;2;18;2
2012;2012M09;Mazeikiu r. sav.;6;0;6;0
2012;2012M09;Plunges r. sav.;4;2;5;1
2012;2012M09;Rietavo sav.;1;0;0;1
2012;2012M09;Telsiu r. sav.;3;0;7;0
2012;2012M09;Utenos apskritis;11;1;11;2
2012;2012M09;Anyksciu r. sav.;1;1;1;0
2012;2012M09;Ignalinos r. sav.;0;0;0;0
2012;2012M09;Moletu r. sav.;3;0;3;1
2012;2012M09;Utenos r. sav.;4;0;4;1
2012;2012M09;Visagino sav.;0;0;0;0
2012;2012M09;Zarasu r. sav.;3;0;3;0
2012;2012M09;Vilniaus apskritis;73;6;80;4
2012;2012M09;Elektrenu sav.;0;0;0;0
2012;2012M09;salcininku r. sav.;2;1;2;0
2012;2012M09;sirvintu r. sav.;3;0;6;0
2012;2012M09;svencioniu r. sav.;2;0;2;1
2012;2012M09;Traku r. sav.;4;0;5;0
2012;2012M09;Ukmerges r. sav.;2;0;3;0
2012;2012M09;Vilniaus m. sav.;55;5;60;0
2012;2012M09;Vilniaus r. sav.;5;0;2;3
2012;2012M10;Lietuvos Respublika;321;30;368;27
2012;2012M10;Alytaus apskritis;16;3;21;2
2012;2012M10;Alytaus m. sav.;8;1;10;0
2012;2012M10;Alytaus r. sav.;6;1;8;2
2012;2012M10;Druskininku sav.;0;0;0;0
2012;2012M10;Lazdiju r. sav.;0;0;0;0
2012;2012M10;Varenos r. sav.;2;1;3;0
2012;2012M10;Kauno apskritis;92;6;105;7
2012;2012M10;Birstono sav.;2;1;2;0
2012;2012M10;Jonavos r. sav.;5;0;5;0
2012;2012M10;Kaisiadoriu r. sav.;2;0;2;0
2012;2012M10;Kauno m. sav.;53;1;60;2
2012;2012M10;Kauno r. sav.;17;1;25;2
2012;2012M10;Kedainiu r. sav.;8;1;7;2
2012;2012M10;Prienu r. sav.;0;0;0;0
2012;2012M10;Raseiniu r. sav.;5;2;4;1
2012;2012M10;Klaipedos apskritis;35;1;36;1
2012;2012M10;Klaipedos m. sav.;20;0;22;0
2012;2012M10;Klaipedos r. sav.;5;0;5;0
2012;2012M10;Kretingos r. sav.;2;1;1;1
2012;2012M10;Neringos sav.;0;0;0;0
2012;2012M10;Palangos m. sav.;0;0;0;0
2012;2012M10;Skuodo r. sav.;2;0;2;0
2012;2012M10;silutes r. sav.;6;0;6;0
2012;2012M10;Marijampoles apskritis;18;2;26;1
2012;2012M10;Kalvarijos sav.;2;0;5;0
2012;2012M10;Kazlu Rudos sav.;2;0;1;1
2012;2012M10;Marijampoles sav.;10;0;13;0
2012;2012M10;Marijampoles r. sav.;0;0;0;0
2012;2012M10;sakiu r. sav.;2;0;2;0
2012;2012M10;Vilkaviskio r. sav.;2;2;5;0
2012;2012M10;Panevezio apskritis;31;6;31;5
2012;2012M10;Birzu r. sav.;4;2;3;2
2012;2012M10;Kupiskio r. sav.;1;1;1;0
2012;2012M10;Panevezio m. sav.;18;2;20;0
2012;2012M10;Panevezio r. sav.;2;1;2;1
2012;2012M10;Pasvalio r. sav.;4;0;4;1
2012;2012M10;Rokiskio r. sav.;2;0;1;1
2012;2012M10;siauliu apskritis;30;1;37;1
2012;2012M10;Akmenes r. sav.;0;0;0;0
2012;2012M10;Joniskio r. sav.;1;0;1;1
2012;2012M10;Kelmes r. sav.;6;0;6;0
2012;2012M10;Pakruojo r. sav.;4;0;4;0
2012;2012M10;Radviliskio r. sav.;5;0;9;0
2012;2012M10;Siauliu m. sav.;10;1;11;0
2012;2012M10;siauliu r. sav.;4;0;6;0
2012;2012M10;Taurages apskritis;6;1;7;0
2012;2012M10;Jurbarko r. sav.;0;0;0;0
2012;2012M10;Pagegiu sav.;0;0;0;0
2012;2012M10;silales r. sav.;5;1;5;0
2012;2012M10;Taurages r. sav.;1;0;2;0
2012;2012M10;Telsiu apskritis;9;2;9;0
2012;2012M10;Mazeikiu r. sav.;5;0;5;0
2012;2012M10;Plunges r. sav.;0;0;0;0
2012;2012M10;Rietavo sav.;1;1;1;0
2012;2012M10;Telsiu r. sav.;3;1;3;0
2012;2012M10;Utenos apskritis;8;2;8;3
2012;2012M10;Anyksciu r. sav.;2;0;0;2
2012;2012M10;Ignalinos r. sav.;0;0;0;0
2012;2012M10;Moletu r. sav.;1;0;1;0
2012;2012M10;Utenos r. sav.;4;2;6;1
2012;2012M10;Visagino sav.;0;0;0;0
2012;2012M10;Zarasu r. sav.;1;0;1;0
2012;2012M10;Vilniaus apskritis;76;6;88;7
2012;2012M10;Elektrenu sav.;0;0;0;0
2012;2012M10;salcininku r. sav.;2;0;2;0
2012;2012M10;sirvintu r. sav.;4;2;7;1
2012;2012M10;svencioniu r. sav.;0;0;0;0
2012;2012M10;Traku r. sav.;3;0;1;2
2012;2012M10;Ukmerges r. sav.;6;1;12;0
2012;2012M10;Vilniaus m. sav.;53;2;59;3
2012;2012M10;Vilniaus r. sav.;8;1;7;1
2012;2012M11;Lietuvos Respublika;351;31;376;45
2012;2012M11;Alytaus apskritis;9;1;9;1
2012;2012M11;Alytaus m. sav.;5;1;5;0
2012;2012M11;Alytaus r. sav.;3;0;2;1
2012;2012M11;Druskininku sav.;0;0;0;0
2012;2012M11;Lazdiju r. sav.;1;0;2;0
2012;2012M11;Varenos r. sav.;0;0;0;0
2012;2012M11;Kauno apskritis;80;2;84;10
2012;2012M11;Birstono sav.;1;0;1;0
2012;2012M11;Jonavos r. sav.;7;0;9;3
2012;2012M11;Kaisiadoriu r. sav.;3;0;3;0
2012;2012M11;Kauno m. sav.;50;1;54;4
2012;2012M11;Kauno r. sav.;10;0;9;1
2012;2012M11;Kedainiu r. sav.;4;1;4;1
2012;2012M11;Prienu r. sav.;3;0;3;0
2012;2012M11;Raseiniu r. sav.;2;0;1;1
2012;2012M11;Klaipedos apskritis;42;1;44;4
2012;2012M11;Klaipedos m. sav.;28;0;28;1
2012;2012M11;Klaipedos r. sav.;4;0;3;2
2012;2012M11;Kretingos r. sav.;5;1;8;1
2012;2012M11;Neringos sav.;0;0;0;0
2012;2012M11;Palangos m. sav.;2;0;2;0
2012;2012M11;Skuodo r. sav.;2;0;2;0
2012;2012M11;silutes r. sav.;1;0;1;0
2012;2012M11;Marijampoles apskritis;18;1;25;4
2012;2012M11;Kalvarijos sav.;1;0;3;1
2012;2012M11;Kazlu Rudos sav.;1;0;3;0
2012;2012M11;Marijampoles sav.;7;1;7;1
2012;2012M11;Marijampoles r. sav.;0;0;0;0
2012;2012M11;sakiu r. sav.;5;0;5;2
2012;2012M11;Vilkaviskio r. sav.;4;0;7;0
2012;2012M11;Panevezio apskritis;37;2;40;1
2012;2012M11;Birzu r. sav.;8;0;8;1
2012;2012M11;Kupiskio r. sav.;3;1;4;0
2012;2012M11;Panevezio m. sav.;20;0;20;0
2012;2012M11;Panevezio r. sav.;5;1;7;0
2012;2012M11;Pasvalio r. sav.;0;0;0;0
2012;2012M11;Rokiskio r. sav.;1;0;1;0
2012;2012M11;siauliu apskritis;41;8;48;3
2012;2012M11;Akmenes r. sav.;0;0;0;0
2012;2012M11;Joniskio r. sav.;1;0;1;0
2012;2012M11;Kelmes r. sav.;0;0;0;0
2012;2012M11;Pakruojo r. sav.;1;1;2;0
2012;2012M11;Radviliskio r. sav.;6;1;6;2
2012;2012M11;Siauliu m. sav.;24;4;31;0
2012;2012M11;siauliu r. sav.;9;2;8;1
2012;2012M11;Taurages apskritis;7;0;7;1
2012;2012M11;Jurbarko r. sav.;1;0;0;1
2012;2012M11;Pagegiu sav.;0;0;0;0
2012;2012M11;silales r. sav.;2;0;2;0
2012;2012M11;Taurages r. sav.;4;0;5;0
2012;2012M11;Telsiu apskritis;16;4;16;1
2012;2012M11;Mazeikiu r. sav.;8;2;8;0
2012;2012M11;Plunges r. sav.;5;1;5;0
2012;2012M11;Rietavo sav.;2;1;1;1
2012;2012M11;Telsiu r. sav.;1;0;2;0
2012;2012M11;Utenos apskritis;11;2;11;4
2012;2012M11;Anyksciu r. sav.;3;0;1;2
2012;2012M11;Ignalinos r. sav.;0;0;0;0
2012;2012M11;Moletu r. sav.;2;1;5;0
2012;2012M11;Utenos r. sav.;2;0;1;1
2012;2012M11;Visagino sav.;2;0;2;0
2012;2012M11;Zarasu r. sav.;2;1;2;1
2012;2012M11;Vilniaus apskritis;90;10;92;16
2012;2012M11;Elektrenu sav.;1;0;1;0
2012;2012M11;salcininku r. sav.;6;2;5;4
2012;2012M11;sirvintu r. sav.;0;0;0;0
2012;2012M11;svencioniu r. sav.;2;0;2;0
2012;2012M11;Traku r. sav.;0;0;0;0
2012;2012M11;Ukmerges r. sav.;4;1;3;1
2012;2012M11;Vilniaus m. sav.;65;7;74;1
2012;2012M11;Vilniaus r. sav.;12;0;7;10
2012;2012M12;Lietuvos Respublika;263;18;323;21
2012;2012M12;Alytaus apskritis;5;2;8;0
2012;2012M12;Alytaus m. sav.;2;0;2;0
2012;2012M12;Alytaus r. sav.;2;2;5;0
2012;2012M12;Druskininku sav.;0;0;0;0
2012;2012M12;Lazdiju r. sav.;0;0;0;0
2012;2012M12;Varenos r. sav.;1;0;1;0
2012;2012M12;Kauno apskritis;63;6;81;2
2012;2012M12;Birstono sav.;0;0;0;0
2012;2012M12;Jonavos r. sav.;9;0;14;0
2012;2012M12;Kaisiadoriu r. sav.;5;1;4;1
2012;2012M12;Kauno m. sav.;37;4;46;1
2012;2012M12;Kauno r. sav.;7;0;10;0
2012;2012M12;Kedainiu r. sav.;1;0;1;0
2012;2012M12;Prienu r. sav.;1;0;2;0
2012;2012M12;Raseiniu r. sav.;3;1;4;0
2012;2012M12;Klaipedos apskritis;31;2;35;2
2012;2012M12;Klaipedos m. sav.;17;1;17;1
2012;2012M12;Klaipedos r. sav.;6;1;7;1
2012;2012M12;Kretingos r. sav.;1;0;1;0
2012;2012M12;Neringos sav.;0;0;0;0
2012;2012M12;Palangos m. sav.;0;0;0;0
2012;2012M12;Skuodo r. sav.;0;0;0;0
2012;2012M12;silutes r. sav.;7;0;10;0
2012;2012M12;Marijampoles apskritis;25;1;36;3
2012;2012M12;Kalvarijos sav.;0;0;0;0
2012;2012M12;Kazlu Rudos sav.;1;0;4;0
2012;2012M12;Marijampoles sav.;11;0;15;0
2012;2012M12;Marijampoles r. sav.;0;0;0;0
2012;2012M12;sakiu r. sav.;6;1;7;3
2012;2012M12;Vilkaviskio r. sav.;7;0;10;0
2012;2012M12;Panevezio apskritis;21;1;27;5
2012;2012M12;Birzu r. sav.;2;0;3;0
2012;2012M12;Kupiskio r. sav.;1;0;0;1
2012;2012M12;Panevezio m. sav.;10;0;11;0
2012;2012M12;Panevezio r. sav.;3;0;6;0
2012;2012M12;Pasvalio r. sav.;4;1;6;4
2012;2012M12;Rokiskio r. sav.;1;0;1;0
2012;2012M12;siauliu apskritis;31;3;30;3
2012;2012M12;Akmenes r. sav.;2;1;3;0
2012;2012M12;Joniskio r. sav.;4;0;3;1
2012;2012M12;Kelmes r. sav.;2;0;2;0
2012;2012M12;Pakruojo r. sav.;2;0;2;0
2012;2012M12;Radviliskio r. sav.;3;0;3;1
2012;2012M12;Siauliu m. sav.;13;1;12;1
2012;2012M12;siauliu r. sav.;5;1;5;0
2012;2012M12;Taurages apskritis;8;0;7;2
2012;2012M12;Jurbarko r. sav.;3;0;2;2
2012;2012M12;Pagegiu sav.;1;0;1;0
2012;2012M12;silales r. sav.;1;0;1;0
2012;2012M12;Taurages r. sav.;3;0;3;0
2012;2012M12;Telsiu apskritis;9;1;19;0
2012;2012M12;Mazeikiu r. sav.;4;1;8;0
2012;2012M12;Plunges r. sav.;0;0;0;0
2012;2012M12;Rietavo sav.;2;0;3;0
2012;2012M12;Telsiu r. sav.;3;0;8;0
2012;2012M12;Utenos apskritis;6;0;6;0
2012;2012M12;Anyksciu r. sav.;2;0;2;0
2012;2012M12;Ignalinos r. sav.;0;0;0;0
2012;2012M12;Moletu r. sav.;0;0;0;0
2012;2012M12;Utenos r. sav.;2;0;2;0
2012;2012M12;Visagino sav.;1;0;1;0
2012;2012M12;Zarasu r. sav.;1;0;1;0
2012;2012M12;Vilniaus apskritis;64;2;74;4
2012;2012M12;Elektrenu sav.;3;0;3;0
2012;2012M12;salcininku r. sav.;0;0;0;0
2012;2012M12;sirvintu r. sav.;2;0;4;0
2012;2012M12;svencioniu r. sav.;2;0;3;0
2012;2012M12;Traku r. sav.;1;0;1;0
2012;2012M12;Ukmerges r. sav.;2;0;1;1
2012;2012M12;Vilniaus m. sav.;48;2;53;3
2012;2012M12;Vilniaus r. sav.;6;0;9;0
2013;2013M01;Lietuvos Respublika;223;19;263;29
2013;2013M01;Alytaus apskritis;14;2;15;3
2013;2013M01;Alytaus m. sav.;6;0;7;0
2013;2013M01;Alytaus r. sav.;5;2;5;3
2013;2013M01;Druskininku sav.;2;0;2;0
2013;2013M01;Lazdiju r. sav.;1;0;1;0
2013;2013M01;Varenos r. sav.;0;0;0;0
2013;2013M01;Kauno apskritis;42;4;50;4
2013;2013M01;Birstono sav.;0;0;0;0
2013;2013M01;Jonavos r. sav.;2;0;3;0
2013;2013M01;Kaisiadoriu r. sav.;1;0;0;1
2013;2013M01;Kauno m. sav.;28;1;34;0
2013;2013M01;Kauno r. sav.;4;1;2;2
2013;2013M01;Kedainiu r. sav.;3;0;4;0
2013;2013M01;Prienu r. sav.;1;0;3;1
2013;2013M01;Raseiniu r. sav.;3;2;4;0
2013;2013M01;Klaipedos apskritis;25;3;31;7
2013;2013M01;Klaipedos m. sav.;11;2;19;0
2013;2013M01;Klaipedos r. sav.;7;0;7;1
2013;2013M01;Kretingos r. sav.;0;0;0;0
2013;2013M01;Neringos sav.;0;0;0;0
2013;2013M01;Palangos m. sav.;0;0;0;0
2013;2013M01;Skuodo r. sav.;0;0;0;0
2013;2013M01;silutes r. sav.;7;1;5;6
2013;2013M01;Marijampoles apskritis;12;0;14;2
2013;2013M01;Kalvarijos sav.;2;0;0;2
2013;2013M01;Kazlu Rudos sav.;1;0;2;0
2013;2013M01;Marijampoles sav.;4;0;4;0
2013;2013M01;Marijampoles r. sav.;0;0;0;0
2013;2013M01;sakiu r. sav.;2;0;5;0
2013;2013M01;Vilkaviskio r. sav.;3;0;3;0
2013;2013M01;Panevezio apskritis;16;0;17;4
2013;2013M01;Birzu r. sav.;2;0;1;1
2013;2013M01;Kupiskio r. sav.;0;0;0;0
2013;2013M01;Panevezio m. sav.;9;0;9;0
2013;2013M01;Panevezio r. sav.;2;0;4;1
2013;2013M01;Pasvalio r. sav.;1;0;1;0
2013;2013M01;Rokiskio r. sav.;2;0;2;2
2013;2013M01;siauliu apskritis;26;2;34;1
2013;2013M01;Akmenes r. sav.;1;0;1;0
2013;2013M01;Joniskio r. sav.;2;0;3;0
2013;2013M01;Kelmes r. sav.;2;0;2;0
2013;2013M01;Pakruojo r. sav.;2;0;9;0
2013;2013M01;Radviliskio r. sav.;5;2;5;0
2013;2013M01;Siauliu m. sav.;9;0;9;0
2013;2013M01;siauliu r. sav.;5;0;5;1
2013;2013M01;Taurages apskritis;9;0;11;0
2013;2013M01;Jurbarko r. sav.;2;0;3;0
2013;2013M01;Pagegiu sav.;1;0;1;0
2013;2013M01;silales r. sav.;4;0;5;0
2013;2013M01;Taurages r. sav.;2;0;2;0
2013;2013M01;Telsiu apskritis;13;0;14;1
2013;2013M01;Mazeikiu r. sav.;3;0;3;0
2013;2013M01;Plunges r. sav.;7;0;8;1
2013;2013M01;Rietavo sav.;0;0;0;0
2013;2013M01;Telsiu r. sav.;3;0;3;0
2013;2013M01;Utenos apskritis;6;0;7;4
2013;2013M01;Anyksciu r. sav.;3;0;4;3
2013;2013M01;Ignalinos r. sav.;0;0;0;0
2013;2013M01;Moletu r. sav.;1;0;2;0
2013;2013M01;Utenos r. sav.;2;0;1;1
2013;2013M01;Visagino sav.;0;0;0;0
2013;2013M01;Zarasu r. sav.;0;0;0;0
2013;2013M01;Vilniaus apskritis;60;9;70;3
2013;2013M01;Elektrenu sav.;1;1;1;0
2013;2013M01;salcininku r. sav.;0;0;0;0
2013;2013M01;sirvintu r. sav.;2;1;2;0
2013;2013M01;svencioniu r. sav.;0;0;0;0
2013;2013M01;Traku r. sav.;2;0;2;0
2013;2013M01;Ukmerges r. sav.;1;0;1;0
2013;2013M01;Vilniaus m. sav.;53;7;63;3
2013;2013M01;Vilniaus r. sav.;1;0;1;0
2013;2013M02;Lietuvos Respublika;172;12;207;14
2013;2013M02;Alytaus apskritis;4;1;8;0
2013;2013M02;Alytaus m. sav.;1;0;1;0
2013;2013M02;Alytaus r. sav.;1;1;5;0
2013;2013M02;Druskininku sav.;0;0;0;0
2013;2013M02;Lazdiju r. sav.;1;0;1;0
2013;2013M02;Varenos r. sav.;1;0;1;0
2013;2013M02;Kauno apskritis;40;3;39;3
2013;2013M02;Birstono sav.;0;0;0;0
2013;2013M02;Jonavos r. sav.;3;0;3;0
2013;2013M02;Kaisiadoriu r. sav.;1;0;1;0
2013;2013M02;Kauno m. sav.;26;3;26;1
2013;2013M02;Kauno r. sav.;4;0;4;0
2013;2013M02;Kedainiu r. sav.;5;0;5;1
2013;2013M02;Prienu r. sav.;0;0;0;0
2013;2013M02;Raseiniu r. sav.;1;0;0;1
2013;2013M02;Klaipedos apskritis;27;0;38;0
2013;2013M02;Klaipedos m. sav.;9;0;9;0
2013;2013M02;Klaipedos r. sav.;8;0;16;0
2013;2013M02;Kretingos r. sav.;3;0;3;0
2013;2013M02;Neringos sav.;2;0;3;0
2013;2013M02;Palangos m. sav.;0;0;0;0
2013;2013M02;Skuodo r. sav.;0;0;0;0
2013;2013M02;silutes r. sav.;5;0;7;0
2013;2013M02;Marijampoles apskritis;4;0;4;0
2013;2013M02;Kalvarijos sav.;1;0;1;0
2013;2013M02;Kazlu Rudos sav.;0;0;0;0
2013;2013M02;Marijampoles sav.;2;0;2;0
2013;2013M02;Marijampoles r. sav.;0;0;0;0
2013;2013M02;sakiu r. sav.;0;0;0;0
2013;2013M02;Vilkaviskio r. sav.;1;0;1;0
2013;2013M02;Panevezio apskritis;13;2;18;0
2013;2013M02;Birzu r. sav.;1;0;1;0
2013;2013M02;Kupiskio r. sav.;0;0;0;0
2013;2013M02;Panevezio m. sav.;5;1;5;0
2013;2013M02;Panevezio r. sav.;3;1;8;0
