Metai;Data;Vieta;Visi_ivykiai;Del_neblaiviu_vairuotoju_kaltes;Suzeistieji;Zuvusieji
2010;2010M09;Visagino sav.;0;0;0;0
2010;2010M09;Zarasu r. sav.;0;0;0;0
2010;2010M09;Vilniaus apskritis;77;10;80;8
2010;2010M09;Elektrenu sav.;2;1;2;0
2010;2010M09;salcininku r. sav.;3;1;3;0
2010;2010M09;sirvintu r. sav.;4;1;3;1
2010;2010M09;svencioniu r. sav.;0;0;0;0
2010;2010M09;Traku r. sav.;1;0;2;0
2010;2010M09;Ukmerges r. sav.;4;1;3;2
2010;2010M09;Vilniaus m. sav.;56;4;63;2
2010;2010M09;Vilniaus r. sav.;7;2;4;3
2010;2010M10;Lietuvos Respublika;344;23;411;25
2010;2010M10;Alytaus apskritis;17;2;20;2
2010;2010M10;Alytaus m. sav.;2;0;3;0
2010;2010M10;Alytaus r. sav.;7;0;6;1
2010;2010M10;Druskininku sav.;2;0;3;0
2010;2010M10;Lazdiju r. sav.;2;0;3;0
2010;2010M10;Varenos r. sav.;4;2;5;1
2010;2010M10;Kauno apskritis;85;7;100;7
2010;2010M10;Birstono sav.;0;0;0;0
2010;2010M10;Jonavos r. sav.;7;1;11;0
2010;2010M10;Kaisiadoriu r. sav.;7;2;7;0
2010;2010M10;Kauno m. sav.;49;3;56;2
2010;2010M10;Kauno r. sav.;11;0;16;3
2010;2010M10;Kedainiu r. sav.;5;0;5;0
2010;2010M10;Prienu r. sav.;3;1;3;0
2010;2010M10;Raseiniu r. sav.;3;0;2;2
2010;2010M10;Klaipedos apskritis;40;1;45;3
2010;2010M10;Klaipedos m. sav.;24;0;27;2
2010;2010M10;Klaipedos r. sav.;9;1;11;0
2010;2010M10;Kretingos r. sav.;4;0;3;1
2010;2010M10;Neringos sav.;0;0;0;0
2010;2010M10;Palangos m. sav.;0;0;0;0
2010;2010M10;Skuodo r. sav.;0;0;0;0
2010;2010M10;silutes r. sav.;3;0;4;0
2010;2010M10;Marijampoles apskritis;24;4;35;0
2010;2010M10;Kalvarijos sav.;3;1;5;0
2010;2010M10;Kazlu Rudos sav.;2;0;2;0
2010;2010M10;Marijampoles sav.;10;1;16;0
2010;2010M10;Marijampoles r. sav.;0;0;0;0
2010;2010M10;sakiu r. sav.;2;1;2;0
2010;2010M10;Vilkaviskio r. sav.;7;1;10;0
2010;2010M10;Panevezio apskritis;43;1;51;2
2010;2010M10;Birzu r. sav.;4;0;4;1
2010;2010M10;Kupiskio r. sav.;4;0;4;0
2010;2010M10;Panevezio m. sav.;21;0;29;0
2010;2010M10;Panevezio r. sav.;8;1;9;0
2010;2010M10;Pasvalio r. sav.;2;0;1;1
2010;2010M10;Rokiskio r. sav.;4;0;4;0
2010;2010M10;siauliu apskritis;25;2;25;3
2010;2010M10;Akmenes r. sav.;3;0;4;0
2010;2010M10;Joniskio r. sav.;0;0;0;0
2010;2010M10;Kelmes r. sav.;3;0;1;2
2010;2010M10;Pakruojo r. sav.;1;0;1;0
2010;2010M10;Radviliskio r. sav.;2;0;3;0
2010;2010M10;Siauliu m. sav.;11;1;11;1
2010;2010M10;siauliu r. sav.;5;1;5;0
2010;2010M10;Taurages apskritis;6;1;6;0
2010;2010M10;Jurbarko r. sav.;1;0;1;0
2010;2010M10;Pagegiu sav.;1;0;1;0
2010;2010M10;silales r. sav.;1;1;1;0
2010;2010M10;Taurages r. sav.;3;0;3;0
2010;2010M10;Telsiu apskritis;17;3;25;1
2010;2010M10;Mazeikiu r. sav.;6;3;9;0
2010;2010M10;Plunges r. sav.;1;0;1;0
2010;2010M10;Rietavo sav.;3;0;8;0
2010;2010M10;Telsiu r. sav.;7;0;7;1
2010;2010M10;Utenos apskritis;10;0;11;3
2010;2010M10;Anyksciu r. sav.;3;0;5;2
2010;2010M10;Ignalinos r. sav.;1;0;0;1
2010;2010M10;Moletu r. sav.;1;0;1;0
2010;2010M10;Utenos r. sav.;4;0;4;0
2010;2010M10;Visagino sav.;1;0;1;0
2010;2010M10;Zarasu r. sav.;0;0;0;0
2010;2010M10;Vilniaus apskritis;77;2;93;4
2010;2010M10;Elektrenu sav.;2;0;2;0
2010;2010M10;salcininku r. sav.;1;0;1;0
2010;2010M10;sirvintu r. sav.;1;0;1;0
2010;2010M10;svencioniu r. sav.;1;0;2;0
2010;2010M10;Traku r. sav.;3;0;7;0
2010;2010M10;Ukmerges r. sav.;4;0;4;1
2010;2010M10;Vilniaus m. sav.;57;2;65;1
2010;2010M10;Vilniaus r. sav.;8;0;11;2
2010;2010M11;Lietuvos Respublika;343;22;374;31
2010;2010M11;Alytaus apskritis;8;1;10;1
2010;2010M11;Alytaus m. sav.;4;0;3;1
2010;2010M11;Alytaus r. sav.;2;1;3;0
2010;2010M11;Druskininku sav.;1;0;3;0
2010;2010M11;Lazdiju r. sav.;1;0;1;0
2010;2010M11;Varenos r. sav.;0;0;0;0
2010;2010M11;Kauno apskritis;77;4;87;4
2010;2010M11;Birstono sav.;0;0;0;0
2010;2010M11;Jonavos r. sav.;7;0;7;0
2010;2010M11;Kaisiadoriu r. sav.;5;0;6;0
2010;2010M11;Kauno m. sav.;45;2;47;2
2010;2010M11;Kauno r. sav.;8;0;9;0
2010;2010M11;Kedainiu r. sav.;4;0;7;1
2010;2010M11;Prienu r. sav.;5;1;5;1
2010;2010M11;Raseiniu r. sav.;3;1;6;0
2010;2010M11;Klaipedos apskritis;42;1;44;3
2010;2010M11;Klaipedos m. sav.;24;1;27;0
2010;2010M11;Klaipedos r. sav.;9;0;6;3
2010;2010M11;Kretingos r. sav.;4;0;6;0
2010;2010M11;Neringos sav.;0;0;0;0
2010;2010M11;Palangos m. sav.;0;0;0;0
2010;2010M11;Skuodo r. sav.;0;0;0;0
2010;2010M11;silutes r. sav.;5;0;5;0
2010;2010M11;Marijampoles apskritis;28;3;36;5
2010;2010M11;Kalvarijos sav.;1;0;4;0
2010;2010M11;Kazlu Rudos sav.;1;0;1;0
2010;2010M11;Marijampoles sav.;10;1;11;2
2010;2010M11;Marijampoles r. sav.;0;0;0;0
2010;2010M11;sakiu r. sav.;6;0;6;1
2010;2010M11;Vilkaviskio r. sav.;10;2;14;2
2010;2010M11;Panevezio apskritis;40;2;45;5
2010;2010M11;Birzu r. sav.;5;0;4;1
2010;2010M11;Kupiskio r. sav.;1;0;1;0
2010;2010M11;Panevezio m. sav.;23;1;26;1
2010;2010M11;Panevezio r. sav.;3;0;4;1
2010;2010M11;Pasvalio r. sav.;1;0;1;0
2010;2010M11;Rokiskio r. sav.;7;1;9;2
2010;2010M11;siauliu apskritis;32;1;36;2
2010;2010M11;Akmenes r. sav.;3;1;2;1
2010;2010M11;Joniskio r. sav.;2;0;2;0
2010;2010M11;Kelmes r. sav.;2;0;2;1
2010;2010M11;Pakruojo r. sav.;1;0;2;0
2010;2010M11;Radviliskio r. sav.;5;0;8;0
2010;2010M11;Siauliu m. sav.;16;0;16;0
2010;2010M11;siauliu r. sav.;3;0;4;0
2010;2010M11;Taurages apskritis;15;0;18;2
2010;2010M11;Jurbarko r. sav.;4;0;5;2
2010;2010M11;Pagegiu sav.;2;0;2;0
2010;2010M11;silales r. sav.;4;0;6;0
2010;2010M11;Taurages r. sav.;5;0;5;0
2010;2010M11;Telsiu apskritis;16;2;16;2
2010;2010M11;Mazeikiu r. sav.;4;0;4;0
2010;2010M11;Plunges r. sav.;5;1;3;2
2010;2010M11;Rietavo sav.;0;0;0;0
2010;2010M11;Telsiu r. sav.;7;1;9;0
2010;2010M11;Utenos apskritis;11;1;10;1
2010;2010M11;Anyksciu r. sav.;3;0;2;1
2010;2010M11;Ignalinos r. sav.;1;0;1;0
2010;2010M11;Moletu r. sav.;1;0;1;0
2010;2010M11;Utenos r. sav.;3;1;3;0
2010;2010M11;Visagino sav.;1;0;1;0
2010;2010M11;Zarasu r. sav.;2;0;2;0
2010;2010M11;Vilniaus apskritis;74;7;72;6
2010;2010M11;Elektrenu sav.;0;0;0;0
2010;2010M11;salcininku r. sav.;4;2;2;2
2010;2010M11;sirvintu r. sav.;1;0;1;0
2010;2010M11;svencioniu r. sav.;4;1;4;0
2010;2010M11;Traku r. sav.;1;1;1;0
2010;2010M11;Ukmerges r. sav.;6;0;7;1
2010;2010M11;Vilniaus m. sav.;54;3;55;1
2010;2010M11;Vilniaus r. sav.;4;0;2;2
2010;2010M12;Lietuvos Respublika;277;14;349;25
2010;2010M12;Alytaus apskritis;9;1;18;1
2010;2010M12;Alytaus m. sav.;1;0;1;0
2010;2010M12;Alytaus r. sav.;4;1;13;1
2010;2010M12;Druskininku sav.;2;0;2;0
2010;2010M12;Lazdiju r. sav.;1;0;1;0
2010;2010M12;Varenos r. sav.;1;0;1;0
2010;2010M12;Kauno apskritis;62;0;77;4
2010;2010M12;Birstono sav.;1;0;1;0
2010;2010M12;Jonavos r. sav.;6;0;6;1
2010;2010M12;Kaisiadoriu r. sav.;4;0;4;1
2010;2010M12;Kauno m. sav.;38;0;40;0
2010;2010M12;Kauno r. sav.;4;0;15;1
2010;2010M12;Kedainiu r. sav.;3;0;5;0
2010;2010M12;Prienu r. sav.;2;0;3;0
2010;2010M12;Raseiniu r. sav.;4;0;3;1
2010;2010M12;Klaipedos apskritis;38;0;39;3
2010;2010M12;Klaipedos m. sav.;23;0;25;0
2010;2010M12;Klaipedos r. sav.;3;0;5;0
2010;2010M12;Kretingos r. sav.;4;0;4;0
2010;2010M12;Neringos sav.;0;0;0;0
2010;2010M12;Palangos m. sav.;2;0;1;1
2010;2010M12;Skuodo r. sav.;1;0;1;0
2010;2010M12;silutes r. sav.;5;0;3;2
2010;2010M12;Marijampoles apskritis;18;1;24;3
2010;2010M12;Kalvarijos sav.;2;0;2;0
2010;2010M12;Kazlu Rudos sav.;1;0;1;0
2010;2010M12;Marijampoles sav.;8;0;11;0
2010;2010M12;Marijampoles r. sav.;0;0;0;0
2010;2010M12;sakiu r. sav.;3;0;4;0
2010;2010M12;Vilkaviskio r. sav.;4;1;6;3
2010;2010M12;Panevezio apskritis;28;5;29;3
2010;2010M12;Birzu r. sav.;3;0;3;0
2010;2010M12;Kupiskio r. sav.;2;1;2;0
2010;2010M12;Panevezio m. sav.;16;1;16;0
2010;2010M12;Panevezio r. sav.;3;0;3;1
2010;2010M12;Pasvalio r. sav.;2;1;3;2
2010;2010M12;Rokiskio r. sav.;2;2;2;0
2010;2010M12;siauliu apskritis;40;2;52;2
2010;2010M12;Akmenes r. sav.;0;0;0;0
2010;2010M12;Joniskio r. sav.;2;0;3;0
2010;2010M12;Kelmes r. sav.;3;0;1;2
2010;2010M12;Pakruojo r. sav.;3;0;8;0
2010;2010M12;Radviliskio r. sav.;6;0;6;0
2010;2010M12;Siauliu m. sav.;20;0;22;0
2010;2010M12;siauliu r. sav.;6;2;12;0
2010;2010M12;Taurages apskritis;5;1;6;0
2010;2010M12;Jurbarko r. sav.;2;0;2;0
2010;2010M12;Pagegiu sav.;0;0;0;0
2010;2010M12;silales r. sav.;1;0;1;0
2010;2010M12;Taurages r. sav.;2;1;3;0
2010;2010M12;Telsiu apskritis;12;1;16;2
2010;2010M12;Mazeikiu r. sav.;5;0;7;1
2010;2010M12;Plunges r. sav.;3;0;5;1
2010;2010M12;Rietavo sav.;0;0;0;0
2010;2010M12;Telsiu r. sav.;4;1;4;0
2010;2010M12;Utenos apskritis;5;1;5;0
2010;2010M12;Anyksciu r. sav.;1;0;1;0
2010;2010M12;Ignalinos r. sav.;1;0;1;0
2010;2010M12;Moletu r. sav.;1;0;1;0
2010;2010M12;Utenos r. sav.;1;0;1;0
2010;2010M12;Visagino sav.;0;0;0;0
2010;2010M12;Zarasu r. sav.;1;1;1;0
2010;2010M12;Vilniaus apskritis;59;2;82;7
2010;2010M12;Elektrenu sav.;2;0;2;0
2010;2010M12;salcininku r. sav.;2;0;3;1
2010;2010M12;sirvintu r. sav.;1;0;1;0
2010;2010M12;svencioniu r. sav.;1;0;1;0
2010;2010M12;Traku r. sav.;4;1;3;1
2010;2010M12;Ukmerges r. sav.;4;0;17;1
2010;2010M12;Vilniaus m. sav.;41;1;49;3
2010;2010M12;Vilniaus r. sav.;5;0;7;1
2011;2011M01;Lietuvos Respublika;155;6;194;13
2011;2011M01;Alytaus apskritis;9;0;9;1
2011;2011M01;Alytaus m. sav.;5;0;6;0
2011;2011M01;Alytaus r. sav.;1;0;1;0
2011;2011M01;Druskininku sav.;0;0;0;0
2011;2011M01;Lazdiju r. sav.;0;0;0;0
2011;2011M01;Varenos r. sav.;3;0;2;1
2011;2011M01;Kauno apskritis;34;1;46;1
2011;2011M01;Birstono sav.;0;0;0;0
2011;2011M01;Jonavos r. sav.;5;0;5;0
2011;2011M01;Kaisiadoriu r. sav.;3;0;3;0
2011;2011M01;Kauno m. sav.;14;1;15;1
2011;2011M01;Kauno r. sav.;5;0;5;0
2011;2011M01;Kedainiu r. sav.;2;0;11;0
2011;2011M01;Prienu r. sav.;2;0;2;0
2011;2011M01;Raseiniu r. sav.;3;0;5;0
2011;2011M01;Klaipedos apskritis;20;0;28;1
2011;2011M01;Klaipedos m. sav.;10;0;15;0
2011;2011M01;Klaipedos r. sav.;4;0;8;0
2011;2011M01;Kretingos r. sav.;4;0;3;1
2011;2011M01;Neringos sav.;1;0;1;0
2011;2011M01;Palangos m. sav.;0;0;0;0
2011;2011M01;Skuodo r. sav.;0;0;0;0
2011;2011M01;silutes r. sav.;1;0;1;0
2011;2011M01;Marijampoles apskritis;15;0;22;2
2011;2011M01;Kalvarijos sav.;3;0;6;2
2011;2011M01;Kazlu Rudos sav.;1;0;1;0
2011;2011M01;Marijampoles sav.;1;0;2;0
2011;2011M01;Marijampoles r. sav.;0;0;0;0
2011;2011M01;sakiu r. sav.;5;0;5;0
2011;2011M01;Vilkaviskio r. sav.;5;0;8;0
2011;2011M01;Panevezio apskritis;13;0;20;3
2011;2011M01;Birzu r. sav.;1;0;1;0
2011;2011M01;Kupiskio r. sav.;2;0;2;0
2011;2011M01;Panevezio m. sav.;4;0;4;1
2011;2011M01;Panevezio r. sav.;5;0;12;2
2011;2011M01;Pasvalio r. sav.;0;0;0;0
2011;2011M01;Rokiskio r. sav.;1;0;1;0
2011;2011M01;siauliu apskritis;17;1;17;0
2011;2011M01;Akmenes r. sav.;1;0;1;0
2011;2011M01;Joniskio r. sav.;0;0;0;0
2011;2011M01;Kelmes r. sav.;2;0;2;0
2011;2011M01;Pakruojo r. sav.;2;0;2;0
2011;2011M01;Radviliskio r. sav.;2;1;2;0
2011;2011M01;Siauliu m. sav.;8;0;8;0
2011;2011M01;siauliu r. sav.;2;0;2;0
2011;2011M01;Taurages apskritis;2;0;2;0
2011;2011M01;Jurbarko r. sav.;0;0;0;0
2011;2011M01;Pagegiu sav.;0;0;0;0
2011;2011M01;silales r. sav.;0;0;0;0
2011;2011M01;Taurages r. sav.;2;0;2;0
2011;2011M01;Telsiu apskritis;7;1;9;1
2011;2011M01;Mazeikiu r. sav.;1;0;1;0
2011;2011M01;Plunges r. sav.;3;1;6;0
2011;2011M01;Rietavo sav.;0;0;0;0
2011;2011M01;Telsiu r. sav.;3;0;2;1
2011;2011M01;Utenos apskritis;3;0;2;1
2011;2011M01;Anyksciu r. sav.;0;0;0;0
2011;2011M01;Ignalinos r. sav.;0;0;0;0
2011;2011M01;Moletu r. sav.;1;0;1;0
2011;2011M01;Utenos r. sav.;0;0;0;0
2011;2011M01;Visagino sav.;1;0;1;0
2011;2011M01;Zarasu r. sav.;1;0;0;1
2011;2011M01;Vilniaus apskritis;35;3;39;3
2011;2011M01;Elektrenu sav.;0;0;0;0
2011;2011M01;salcininku r. sav.;0;0;0;0
2011;2011M01;sirvintu r. sav.;1;0;1;0
2011;2011M01;svencioniu r. sav.;0;0;0;0
2011;2011M01;Traku r. sav.;3;0;3;0
2011;2011M01;Ukmerges r. sav.;0;0;0;0
2011;2011M01;Vilniaus m. sav.;25;2;27;2
2011;2011M01;Vilniaus r. sav.;6;1;8;1
2011;2011M02;Lietuvos Respublika;162;12;195;19
2011;2011M02;Alytaus apskritis;8;0;12;3
2011;2011M02;Alytaus m. sav.;2;0;1;1
2011;2011M02;Alytaus r. sav.;2;0;2;1
2011;2011M02;Druskininku sav.;1;0;2;0
2011;2011M02;Lazdiju r. sav.;0;0;0;0
2011;2011M02;Varenos r. sav.;3;0;7;1
2011;2011M02;Kauno apskritis;42;2;50;3
2011;2011M02;Birstono sav.;0;0;0;0
2011;2011M02;Jonavos r. sav.;2;0;2;0
2011;2011M02;Kaisiadoriu r. sav.;3;0;2;1
2011;2011M02;Kauno m. sav.;24;0;33;0
2011;2011M02;Kauno r. sav.;8;2;8;0
2011;2011M02;Kedainiu r. sav.;4;0;4;2
2011;2011M02;Prienu r. sav.;0;0;0;0
2011;2011M02;Raseiniu r. sav.;1;0;1;0
2011;2011M02;Klaipedos apskritis;19;3;20;2
2011;2011M02;Klaipedos m. sav.;12;1;12;0
2011;2011M02;Klaipedos r. sav.;4;1;7;0
2011;2011M02;Kretingos r. sav.;2;0;0;2
2011;2011M02;Neringos sav.;0;0;0;0
2011;2011M02;Palangos m. sav.;0;0;0;0
2011;2011M02;Skuodo r. sav.;0;0;0;0
2011;2011M02;silutes r. sav.;1;1;1;0
2011;2011M02;Marijampoles apskritis;11;2;19;1
2011;2011M02;Kalvarijos sav.;1;0;5;0
2011;2011M02;Kazlu Rudos sav.;0;0;0;0
2011;2011M02;Marijampoles sav.;4;1;5;0
2011;2011M02;Marijampoles r. sav.;0;0;0;0
2011;2011M02;sakiu r. sav.;3;1;5;0
2011;2011M02;Vilkaviskio r. sav.;3;0;4;1
2011;2011M02;Panevezio apskritis;16;0;19;0
2011;2011M02;Birzu r. sav.;0;0;0;0
2011;2011M02;Kupiskio r. sav.;1;0;1;0
2011;2011M02;Panevezio m. sav.;10;0;11;0
2011;2011M02;Panevezio r. sav.;3;0;5;0
2011;2011M02;Pasvalio r. sav.;1;0;1;0
2011;2011M02;Rokiskio r. sav.;1;0;1;0
2011;2011M02;siauliu apskritis;11;1;14;1
2011;2011M02;Akmenes r. sav.;0;0;0;0
2011;2011M02;Joniskio r. sav.;0;0;0;0
2011;2011M02;Kelmes r. sav.;3;0;3;1
2011;2011M02;Pakruojo r. sav.;1;0;1;0
2011;2011M02;Radviliskio r. sav.;3;0;3;0
2011;2011M02;Siauliu m. sav.;3;0;3;0
2011;2011M02;siauliu r. sav.;1;1;4;0
2011;2011M02;Taurages apskritis;5;0;6;0
2011;2011M02;Jurbarko r. sav.;1;0;1;0
2011;2011M02;Pagegiu sav.;0;0;0;0
2011;2011M02;silales r. sav.;3;0;4;0
2011;2011M02;Taurages r. sav.;1;0;1;0
2011;2011M02;Telsiu apskritis;7;0;9;0
2011;2011M02;Mazeikiu r. sav.;2;0;2;0
2011;2011M02;Plunges r. sav.;0;0;0;0
2011;2011M02;Rietavo sav.;0;0;0;0
2011;2011M02;Telsiu r. sav.;5;0;7;0
2011;2011M02;Utenos apskritis;3;1;3;0
2011;2011M02;Anyksciu r. sav.;0;0;0;0
2011;2011M02;Ignalinos r. sav.;0;0;0;0
2011;2011M02;Moletu r. sav.;1;0;1;0
2011;2011M02;Utenos r. sav.;0;0;0;0
2011;2011M02;Visagino sav.;1;0;1;0
2011;2011M02;Zarasu r. sav.;1;1;1;0
2011;2011M02;Vilniaus apskritis;40;3;43;9
2011;2011M02;Elektrenu sav.;1;1;2;3
2011;2011M02;salcininku r. sav.;1;0;1;0
2011;2011M02;sirvintu r. sav.;1;0;1;0
2011;2011M02;svencioniu r. sav.;0;0;0;0
2011;2011M02;Traku r. sav.;2;0;1;1
2011;2011M02;Ukmerges r. sav.;2;0;2;0
2011;2011M02;Vilniaus m. sav.;28;2;27;3
2011;2011M02;Vilniaus r. sav.;5;0;9;2
2011;2011M03;Lietuvos Respublika;180;14;206;22
2011;2011M03;Alytaus apskritis;5;0;6;1
2011;2011M03;Alytaus m. sav.;3;0;5;0
2011;2011M03;Alytaus r. sav.;1;0;0;1
2011;2011M03;Druskininku sav.;0;0;0;0
2011;2011M03;Lazdiju r. sav.;0;0;0;0
2011;2011M03;Varenos r. sav.;1;0;1;0
2011;2011M03;Kauno apskritis;34;3;45;3
2011;2011M03;Birstono sav.;0;0;0;0
2011;2011M03;Jonavos r. sav.;3;0;4;0
2011;2011M03;Kaisiadoriu r. sav.;1;0;1;0
2011;2011M03;Kauno m. sav.;19;2;25;0
2011;2011M03;Kauno r. sav.;7;1;9;3
2011;2011M03;Kedainiu r. sav.;2;0;3;0
2011;2011M03;Prienu r. sav.;1;0;1;0
2011;2011M03;Raseiniu r. sav.;1;0;2;0
2011;2011M03;Klaipedos apskritis;34;3;34;1
2011;2011M03;Klaipedos m. sav.;28;3;28;1
2011;2011M03;Klaipedos r. sav.;2;0;2;0
2011;2011M03;Kretingos r. sav.;2;0;2;0
2011;2011M03;Neringos sav.;0;0;0;0
2011;2011M03;Palangos m. sav.;1;0;1;0
2011;2011M03;Skuodo r. sav.;0;0;0;0
2011;2011M03;silutes r. sav.;1;0;1;0
2011;2011M03;Marijampoles apskritis;7;1;10;3
2011;2011M03;Kalvarijos sav.;0;0;0;0
2011;2011M03;Kazlu Rudos sav.;2;1;3;3
2011;2011M03;Marijampoles sav.;2;0;2;0
2011;2011M03;Marijampoles r. sav.;0;0;0;0
2011;2011M03;sakiu r. sav.;0;0;0;0
2011;2011M03;Vilkaviskio r. sav.;3;0;5;0
2011;2011M03;Panevezio apskritis;16;2;15;1
2011;2011M03;Birzu r. sav.;0;0;0;0
2011;2011M03;Kupiskio r. sav.;1;0;0;1
2011;2011M03;Panevezio m. sav.;9;0;9;0
2011;2011M03;Panevezio r. sav.;3;2;3;0
2011;2011M03;Pasvalio r. sav.;0;0;0;0
2011;2011M03;Rokiskio r. sav.;3;0;3;0
2011;2011M03;siauliu apskritis;23;2;30;1
2011;2011M03;Akmenes r. sav.;1;0;0;1
2011;2011M03;Joniskio r. sav.;0;0;0;0
2011;2011M03;Kelmes r. sav.;2;0;6;0
2011;2011M03;Pakruojo r. sav.;3;1;3;0
2011;2011M03;Radviliskio r. sav.;4;0;4;0
2011;2011M03;Siauliu m. sav.;12;1;14;0
2011;2011M03;siauliu r. sav.;1;0;3;0
2011;2011M03;Taurages apskritis;5;0;6;0
2011;2011M03;Jurbarko r. sav.;3;0;3;0
2011;2011M03;Pagegiu sav.;0;0;0;0
2011;2011M03;silales r. sav.;1;0;1;0
2011;2011M03;Taurages r. sav.;1;0;2;0
2011;2011M03;Telsiu apskritis;7;0;7;2
2011;2011M03;Mazeikiu r. sav.;4;0;2;2
2011;2011M03;Plunges r. sav.;1;0;1;0
2011;2011M03;Rietavo sav.;1;0;1;0
2011;2011M03;Telsiu r. sav.;1;0;3;0
2011;2011M03;Utenos apskritis;7;1;4;3
2011;2011M03;Anyksciu r. sav.;1;1;1;0
2011;2011M03;Ignalinos r. sav.;1;0;0;1
2011;2011M03;Moletu r. sav.;2;0;1;1
2011;2011M03;Utenos r. sav.;2;0;2;0
2011;2011M03;Visagino sav.;0;0;0;0
2011;2011M03;Zarasu r. sav.;1;0;0;1
2011;2011M03;Vilniaus apskritis;42;2;49;7
2011;2011M03;Elektrenu sav.;0;0;0;0
2011;2011M03;salcininku r. sav.;0;0;0;0
2011;2011M03;sirvintu r. sav.;5;0;6;0
2011;2011M03;svencioniu r. sav.;0;0;0;0
2011;2011M03;Traku r. sav.;3;0;4;2
2011;2011M03;Ukmerges r. sav.;3;1;2;1
2011;2011M03;Vilniaus m. sav.;26;1;27;2
2011;2011M03;Vilniaus r. sav.;5;0;10;2
2011;2011M04;Lietuvos Respublika;213;19;240;22
2011;2011M04;Alytaus apskritis;4;1;5;1
2011;2011M04;Alytaus m. sav.;0;0;0;0
2011;2011M04;Alytaus r. sav.;1;1;2;0
2011;2011M04;Druskininku sav.;1;0;1;0
2011;2011M04;Lazdiju r. sav.;0;0;0;0
2011;2011M04;Varenos r. sav.;2;0;2;1
2011;2011M04;Kauno apskritis;43;2;53;4
2011;2011M04;Birstono sav.;0;0;0;0
2011;2011M04;Jonavos r. sav.;8;1;9;1
2011;2011M04;Kaisiadoriu r. sav.;7;0;12;1
2011;2011M04;Kauno m. sav.;20;1;23;0
2011;2011M04;Kauno r. sav.;4;0;4;1
2011;2011M04;Kedainiu r. sav.;0;0;0;0
2011;2011M04;Prienu r. sav.;3;0;4;1
2011;2011M04;Raseiniu r. sav.;1;0;1;0
2011;2011M04;Klaipedos apskritis;38;4;48;3
2011;2011M04;Klaipedos m. sav.;18;1;21;1
2011;2011M04;Klaipedos r. sav.;6;1;11;0
2011;2011M04;Kretingos r. sav.;4;0;6;0
2011;2011M04;Neringos sav.;0;0;0;0
2011;2011M04;Palangos m. sav.;1;1;1;0
2011;2011M04;Skuodo r. sav.;3;0;3;0
2011;2011M04;silutes r. sav.;6;1;6;2
2011;2011M04;Marijampoles apskritis;16;3;17;1
2011;2011M04;Kalvarijos sav.;1;0;2;0
2011;2011M04;Kazlu Rudos sav.;2;0;2;0
2011;2011M04;Marijampoles sav.;9;2;8;1
2011;2011M04;Marijampoles r. sav.;0;0;0;0
2011;2011M04;sakiu r. sav.;1;1;2;0
2011;2011M04;Vilkaviskio r. sav.;3;0;3;0
2011;2011M04;Panevezio apskritis;21;2;23;1
2011;2011M04;Birzu r. sav.;2;0;2;0
2011;2011M04;Kupiskio r. sav.;1;1;1;0
2011;2011M04;Panevezio m. sav.;10;0;10;0
2011;2011M04;Panevezio r. sav.;4;1;5;1
2011;2011M04;Pasvalio r. sav.;1;0;2;0
2011;2011M04;Rokiskio r. sav.;3;0;3;0
2011;2011M04;siauliu apskritis;18;2;21;3
2011;2011M04;Akmenes r. sav.;2;0;2;1
2011;2011M04;Joniskio r. sav.;0;0;0;0
2011;2011M04;Kelmes r. sav.;4;0;4;0
2011;2011M04;Pakruojo r. sav.;1;0;2;1
2011;2011M04;Radviliskio r. sav.;3;1;4;0
2011;2011M04;Siauliu m. sav.;5;0;5;1
2011;2011M04;siauliu r. sav.;3;1;4;0
2011;2011M04;Taurages apskritis;10;1;10;1
2011;2011M04;Jurbarko r. sav.;1;0;1;0
2011;2011M04;Pagegiu sav.;1;0;1;0
2011;2011M04;silales r. sav.;3;1;2;1
2011;2011M04;Taurages r. sav.;5;0;6;0
2011;2011M04;Telsiu apskritis;10;1;9;1
2011;2011M04;Mazeikiu r. sav.;3;1;3;0
2011;2011M04;Plunges r. sav.;2;0;1;1
2011;2011M04;Rietavo sav.;0;0;0;0
2011;2011M04;Telsiu r. sav.;5;0;5;0
2011;2011M04;Utenos apskritis;10;0;9;2
2011;2011M04;Anyksciu r. sav.;2;0;2;0
2011;2011M04;Ignalinos r. sav.;0;0;0;0
2011;2011M04;Moletu r. sav.;2;0;1;2
2011;2011M04;Utenos r. sav.;4;0;4;0
2011;2011M04;Visagino sav.;0;0;0;0
2011;2011M04;Zarasu r. sav.;2;0;2;0
2011;2011M04;Vilniaus apskritis;43;3;45;5
2011;2011M04;Elektrenu sav.;1;0;0;1
2011;2011M04;salcininku r. sav.;1;1;2;0
2011;2011M04;sirvintu r. sav.;0;0;0;0
2011;2011M04;svencioniu r. sav.;1;1;1;0
2011;2011M04;Traku r. sav.;5;1;3;2
2011;2011M04;Ukmerges r. sav.;4;0;4;0
2011;2011M04;Vilniaus m. sav.;27;0;29;0
2011;2011M04;Vilniaus r. sav.;4;0;6;2
2011;2011M05;Lietuvos Respublika;291;27;364;25
2011;2011M05;Alytaus apskritis;11;3;16;1
2011;2011M05;Alytaus m. sav.;5;2;8;0
2011;2011M05;Alytaus r. sav.;3;1;4;0
2011;2011M05;Druskininku sav.;0;0;0;0
2011;2011M05;Lazdiju r. sav.;2;0;1;1
